72561,5,9
72561,19,9
72561,24,5
72561,30,9
72561,32,9
72561,66,9
72561,68,5
72561,76,5
72561,120,6
72561,157,6
72561,199,10
72561,205,9
72561,227,8
72561,325,5
72561,356,6
72561,379,6
72561,431,10
72561,467,7
72561,477,9
72561,488,7
72561,512,10
72561,523,10
72561,530,8
72561,531,8
72561,532,8
72561,572,10
72561,578,10
72561,687,6
72561,740,7
72561,759,10
72561,849,6
72561,853,8
72561,855,6
72561,861,7
72561,877,9
72561,889,9
72561,934,5
72561,996,8
72561,997,6
72561,1060,10
72561,1195,4
72561,1239,6
72561,1240,7
72561,1281,10
72561,1519,8
72561,1535,6
72561,1689,9
72561,1887,6
72561,2001,7
72561,2154,10
72561,2167,9
72561,2246,8
72561,2251,9
72561,2263,5
72561,2476,4
72561,2595,4
72561,2605,8
72561,2759,8
72561,2890,9
72561,2923,7
72561,2926,5
72561,2950,9
72561,2966,7
72561,3231,7
72561,3470,5
72561,3667,5
72561,3784,8
72561,3785,8
72561,4087,9
72561,4224,8
72561,4262,4
72561,4535,4
72561,4725,7
72561,4898,6
72561,4901,8
72561,5030,7
72561,5060,5
72561,5081,8
72561,5178,4
72561,5454,5
72561,5678,8
72561,5680,6
72561,6045,8
72561,6280,5
72561,6381,6
72561,6547,7
72561,6574,5
72561,6746,8
72561,6774,9
72561,6802,7
72561,6880,7
72561,6922,7
72561,7054,6
72561,7059,7
72561,7337,4
72561,7647,8
72561,7768,6
72561,7785,9
72561,7791,7
72561,8074,4
72561,8129,9
72561,8425,5
72561,8479,5
72561,8525,5
72561,8557,6
72561,8769,3
72561,8795,8
72561,8861,3
72561,9289,8
72561,9379,5
72561,9617,6
72561,9656,8
72561,9736,3
72561,9756,7
72561,9874,6
72561,9919,5
72561,10080,5
72561,10087,7
72561,10161,8
72561,10165,9
72561,10278,8
72561,10378,6
72561,10495,6
72561,10568,6
72561,10620,3
72561,10719,5
72561,10793,5
72561,10893,8
72561,11013,6
72561,11111,6
72561,11285,4
72561,11341,6
72561,11433,6
72561,11499,5
72561,11597,7
72561,11751,4
72561,12149,7
72561,12191,7
72561,12403,6
72561,12883,9
72561,13601,8
72561,14349,9
72561,14719,9
72561,14741,5
72561,15045,5
72561,15051,7
72561,15195,7
72561,16067,8
72561,16417,6
72561,16442,6
72561,16498,6
72561,16592,4
72561,16742,6
72561,18507,7
72561,18679,7
72561,19111,7
72561,19133,7
72561,20899,8
72561,21031,6
72561,24765,6
72561,26055,8
72561,30276,8
72561,32013,7
72562,20,10
72562,74,8
72562,177,8
72562,210,8
72562,226,7
72562,232,10
72562,249,10
72562,371,10
72562,372,10
72562,392,10
72562,427,8
72562,687,8
72562,746,10
72562,747,10
72562,853,10
72562,969,8
72562,1195,8
72562,1222,7
72562,1486,8
72562,1535,10
72562,1562,10
72562,1691,10
72562,1698,9
72562,1840,8
72562,2034,10
72562,2148,10
72562,2923,8
72562,3092,10
72562,3375,10
72562,3457,8
72562,3470,10
72562,3731,10
72562,4224,10
72562,4752,8
72562,4898,10
72562,5262,8
72562,5630,10
72562,5902,10
72562,6045,10
72562,6372,10
72562,6500,7
72562,6553,10
72562,6895,10
72562,7054,8
72562,7059,10
72562,7082,10
72562,7705,10
72562,8063,10
72562,8074,8
72562,8768,10
72562,9065,10
72562,9656,10
72562,9926,10
72562,10161,10
72562,10298,8
72562,10321,10
72562,10408,10
72562,10620,8
72562,11013,10
72562,11285,10
72562,11319,8
72562,11757,8
72562,11771,10
72562,12461,10
72562,12695,10
72562,13403,10
72562,13767,10
72562,13833,8
72562,14145,8
72562,14227,10
72562,14289,8
72562,14645,10
72562,14713,10
72562,14921,8
72562,15379,9
72562,15895,10
72562,16498,10
72562,16528,8
72562,16866,10
72562,16894,10
72562,17513,8
72562,17895,7
72562,18507,10
72562,18661,10
72562,18897,10
72562,20371,10
72562,20457,10
72562,20507,10
72562,20815,10
72562,21105,10
72562,21773,8
72562,21995,9
72562,22101,10
72562,22199,10
72562,22265,10
72562,22319,10
72562,22693,10
72562,23289,10
72562,23673,10
72562,23701,10
72562,23775,-1
72562,24151,8
72562,25013,10
72562,25649,10
72562,25781,-1
72562,27633,10
72562,28297,10
72562,30205,10
72563,30,10
72563,31,5
72563,32,10
72563,47,9
72563,154,10
72563,205,10
72563,317,9
72563,339,7
72563,431,10
72563,437,9
72563,2759,4
72563,2952,9
72563,3784,4
72563,3785,5
72563,10620,5
72563,15195,5
72563,16742,7
72563,18679,6
72563,22319,6
72563,28223,7
72564,150,-1
72564,169,-1
72564,177,-1
72564,199,-1
72564,232,-1
72564,249,-1
72564,269,-1
72564,356,-1
72564,371,-1
72564,372,-1
72564,405,-1
72564,449,-1
72564,450,-1
72564,451,-1
72564,452,-1
72564,587,-1
72564,762,-1
72564,793,-1
72564,807,-1
72564,834,-1
72564,861,-1
72564,969,-1
72564,1078,-1
72564,1281,-1
72564,1535,-1
72564,1686,-1
72564,1689,-1
72564,2167,-1
72564,2593,-1
72564,2685,-1
72564,2889,-1
72564,2926,-1
72564,3091,-1
72564,3731,-1
72564,3782,-1
72564,3783,-1
72564,4081,-1
72564,4181,-1
72564,4224,-1
72564,4280,-1
72564,4282,-1
72564,4581,-1
72564,4835,-1
72564,4898,-1
72564,4918,-1
72564,4938,-1
72564,5204,-1
72564,5205,-1
72564,5356,-1
72564,5530,-1
72564,6045,-1
72564,6547,-1
72564,6624,-1
72564,6707,-1
72564,6811,-1
72564,6864,-1
72564,6954,-1
